Player,Year,Age,IP,Breaking PC,PC,FBv,SL%,CB%,SIv,Day to Day,10-day DL,15-day DL,60-day DL,Injured
"Hill, Rich",2022,42,124.1,708,1990,88.5,,36.5,87.3,0.0,0.0,0.0,0.0,No
"Morton, Charlie",2022,38,172.0,1103,2903,94.9,,38.0,94.7,0.0,0.0,0.0,0.0,No
"Scherzer, Max",2022,37,145.1,708,2167,94.0,23.4,9.2,,0.0,0.0,0.0,0.0,No
"Cueto, Johnny",2022,36,158.1,405,2372,91.4,16.4,0.6,91.4,0.0,0.0,0.0,0.0,No
"Lynn, Lance",2022,35,121.2,225,2022,92.9,2.5,8.6,91.4,0.0,0.0,0.0,0.0,No
"Carrasco, Carlos",2022,35,152.0,689,2412,93.2,24.5,4.1,91.9,0.0,0.0,0.0,0.0,No
"Quintana, Jose",2022,33,165.2,598,2724,91.2,,22.0,91.4,0.0,0.0,0.0,0.0,No
"Gibson, Kyle",2022,34,167.2,668,2739,92.0,17.7,6.7,91.7,0.0,0.0,0.0,0.0,No
"Cobb, Alex",2022,34,149.2,371,2418,95.3,0.0,15.3,94.8,0.0,0.0,0.0,0.0,No
"Darvish, Yu",2022,35,194.2,1151,2971,95.0,31.5,7.3,94.7,0.0,0.0,0.0,0.0,No
"Bumgarner, Madison",2022,32,158.2,514,2715,91.2,0.2,18.7,90.8,0.0,0.0,0.0,0.0,No
"Kelly, Merrill",2022,33,200.1,420,3071,92.6,0.2,13.5,92.5,0.0,0.0,0.0,0.0,No
"Pérez, Martín",2022,31,196.1,146,2979,92.7,1.4,3.5,92.6,0.0,0.0,0.0,0.0,No
"Anderson, Tyler",2022,32,178.2,32,2576,90.7,,1.2,89.0,0.0,0.0,0.0,0.0,No
"Cole, Gerrit",2022,31,200.2,1092,3274,97.8,22.6,10.8,,0.0,0.0,0.0,0.0,No
"Lyles, Jordan",2022,31,179.0,400,2988,91.8,,13.4,90.8,1.0,0.0,0.0,0.0,Yes
"Stripling, Ross",2022,32,134.1,642,2033,91.9,21.9,9.6,89.9,0.0,0.0,0.0,0.0,No
"Wheeler, Zack",2022,32,153.0,281,2358,95.9,,11.9,95.4,0.0,0.0,0.0,0.0,No
"Corbin, Patrick",2022,32,152.2,772,2623,92.1,29.4,0.0,92.8,0.0,0.0,0.0,0.0,No
"Mikolas, Miles",2022,33,202.1,1457,3152,93.5,25.4,21.1,93.0,0.0,0.0,0.0,0.0,No
"Stroman, Marcus",2022,31,138.2,111,2181,92.6,5.1,,92.0,0.0,0.0,0.0,0.0,No
"Gausman, Kevin",2022,31,174.2,400,2783,95.0,14.4,,,1.0,0.0,0.0,0.0,Yes
"Gray, Jon",2022,30,127.1,95,2062,95.9,0.5,4.1,,0.0,0.0,0.0,0.0,No
"Ray, Robbie",2022,30,189.0,1192,3047,93.4,37.2,1.9,93.3,0.0,0.0,0.0,0.0,No
"Syndergaard, Noah",2022,29,134.2,641,2026,94.1,17.4,14.3,93.6,1.0,0.0,0.0,0.0,Yes
"Taillon, Jameson",2022,30,177.1,937,2805,94.1,18.7,14.8,94.2,0.0,0.0,0.0,0.0,No
"Walker, Taijuan",2022,29,157.1,617,2500,93.7,16.0,8.7,92.9,0.0,0.0,0.0,0.0,No
"Montas, Frankie",2022,29,144.1,362,2327,96.1,15.6,,95.6,0.0,0.0,0.0,0.0,No
"Gonzales, Marco",2022,30,183.0,381,2838,88.5,,13.4,,0.0,0.0,0.0,0.0,No
"Gomber, Austin",2022,28,124.2,859,2059,91.0,24.6,17.1,91.5,0.0,0.0,0.0,0.0,No
"Pivetta, Nick",2022,29,179.2,919,3082,93.4,2.8,27.0,,0.0,0.0,0.0,0.0,No
"Bassitt, Chris",2022,33,181.2,632,2886,93.2,8.0,13.9,92.8,0.0,0.0,0.0,0.0,No
"Bundy, Dylan",2022,29,140.0,754,2180,89.0,24.0,10.6,89.7,0.0,0.0,0.0,0.0,No
"Davies, Zach",2022,29,134.1,156,2292,89.9,0.8,6.0,89.5,0.0,0.0,0.0,0.0,No
"Musgrove, Joe",2022,29,181.0,1232,2834,92.9,24.6,18.9,92.4,0.0,0.0,0.0,0.0,No
"Nola, Aaron",2022,29,205.0,806,3039,92.8,,26.5,92.2,0.0,0.0,0.0,0.0,No
"Snell, Blake",2022,29,128.0,923,2341,95.8,24.3,15.1,,0.0,0.0,0.0,0.0,No
"Springs, Jeffrey",2022,29,135.1,533,2149,91.4,24.8,,90.1,0.0,0.0,0.0,0.0,No
"Thompson, Zach",2022,28,121.2,434,2080,92.3,,20.9,92.2,0.0,0.0,0.0,0.0,No
"Woodruff, Brandon",2022,29,153.1,605,2538,96.3,11.3,12.6,95.8,0.0,0.0,0.0,0.0,No
"Rodón, Carlos",2022,29,178.0,1100,2985,95.5,31.1,5.7,,0.0,0.0,0.0,0.0,No
"Fedde, Erick",2022,29,127.0,698,2420,,,28.8,92.6,0.0,0.0,0.0,0.0,No
"Freeland, Kyle",2022,29,174.2,1141,2839,90.2,22.0,18.2,89.6,0.0,0.0,0.0,0.0,No
"Fried, Max",2022,28,185.1,1125,2818,94.0,18.4,21.5,93.6,0.0,0.0,0.0,0.0,No
"Giolito, Lucas",2022,27,161.2,738,2753,92.6,23.6,3.2,,0.0,0.0,0.0,0.0,No
"Irvin, Cole",2022,28,181.0,541,2610,90.7,,20.7,90.3,0.0,0.0,0.0,0.0,No
"Wacha, Michael",2022,30,127.1,145,1949,93.0,,7.4,92.6,0.0,0.0,0.0,0.0,No
"Márquez, Germán",2022,27,181.2,1219,2839,95.6,20.9,22.1,95.1,0.0,0.0,0.0,0.0,No
"Quantrill, Cal",2022,27,186.1,125,2920,93.5,,4.3,93.6,0.0,0.0,0.0,0.0,No
"Kaprielian, James",2022,28,134.0,791,2230,94.0,23.0,12.5,94.4,0.0,0.0,0.0,0.0,No
"Berríos, José",2022,28,172.0,0,2721,94.0,,,93.9,0.0,0.0,0.0,0.0,No
"Wood, Alex",2022,31,130.2,805,2239,,36.0,,92.4,0.0,0.0,0.0,0.0,No
"Castillo, Luis",2022,29,150.1,528,2506,97.1,21.1,,96.9,0.0,0.0,0.0,0.0,No
"Flexen, Chris",2022,27,137.2,213,2204,91.7,6.1,3.6,92.6,0.0,0.0,0.0,0.0,No
"Suárez, Ranger",2022,26,155.1,283,2564,93.2,3.2,7.8,92.5,0.0,0.0,0.0,0.0,No
"Urías, Julio",2022,25,175.0,0,2622,93.1,,,,0.0,0.0,0.0,0.0,No
"Manaea, Sean",2022,30,158.0,327,2482,91.3,13.1,0.1,90.8,0.0,0.0,0.0,0.0,No
"López, Pablo",2022,26,180.0,235,2910,93.5,,8.1,93.4,0.0,0.0,0.0,0.0,No
"Cortes Jr., Nestor",2022,27,158.1,7,2465,91.8,,0.3,90.7,0.0,0.0,0.0,0.0,No
"Dunning, Dane",2022,27,153.1,678,2548,89.4,26.6,0.0,89.5,0.0,0.0,0.0,0.0,No
"Hudson, Dakota",2022,27,139.2,898,2253,91.3,26.3,13.6,91.9,0.0,0.0,0.0,0.0,No
"Keller, Brad",2022,26,139.2,823,2275,94.5,34.7,1.5,93.4,0.0,0.0,0.0,0.0,No
"Kuhl, Chad",2022,29,137.0,1143,2375,92.9,36.7,11.5,92.8,0.0,0.0,0.0,0.0,No
"Lauer, Eric",2022,27,158.2,888,2676,93.3,17.3,15.9,,0.0,0.0,0.0,0.0,No
"Mahle, Tyler",2022,27,120.2,240,2101,93.2,11.4,,,0.0,0.0,0.0,0.0,No
"Alcantara, Sandy",2022,26,228.2,725,3248,98.0,22.0,0.3,97.8,0.0,0.0,0.0,0.0,No
"Cease, Dylan",2022,26,184.0,1773,3120,96.8,42.9,13.9,96.5,0.0,0.0,0.0,0.0,No
"Keller, Mitch",2022,26,159.0,579,2661,95.5,6.3,15.4,94.4,0.0,0.0,0.0,0.0,No
"Montgomery, Jordan",2022,29,178.1,605,2715,93.0,,22.3,93.0,0.0,0.0,0.0,0.0,No
"Rasmussen, Drew",2022,26,146.0,111,2239,95.5,0.5,4.4,94.9,0.0,0.0,0.0,0.0,No
"Steele, Justin",2022,26,119.0,685,2032,92.2,31.1,2.6,91.7,0.0,0.0,0.0,0.0,No
"Wright, Kyle",2022,26,180.1,1114,2697,95.1,7.2,34.1,94.4,0.0,0.0,0.0,0.0,No
"Otto Jr., Glenn",2022,26,135.2,334,2229,92.1,,15.0,92.2,0.0,0.0,0.0,0.0,No
"Webb, Logan",2022,25,192.1,0,3006,92.4,,,91.8,0.0,0.0,0.0,0.0,No
"Ryan, Joe",2022,26,147.0,576,2391,92.0,17.1,7.0,,0.0,0.0,0.0,0.0,No
"Ohtani, Shohei",2022,27,166.0,285,2629,97.3,2.4,8.5,97.2,0.0,0.0,0.0,0.0,No
"Bubic, Kris",2022,24,129.0,491,2262,91.9,,21.7,,0.0,0.0,0.0,0.0,No
"McKenzie, Triston",2022,24,191.1,1232,2807,92.5,21.9,21.9,,0.0,0.0,0.0,0.0,No
"McClanahan, Shane",2022,25,166.1,960,2463,96.7,15.4,23.5,,0.0,0.0,0.0,0.0,No
"Lynch IV, Daniel",2022,25,131.2,867,2435,94.0,29.6,6.0,93.4,0.0,0.0,0.0,0.0,No
"Sandoval, Patrick",2022,25,148.2,943,2456,93.1,29.2,9.2,93.4,0.0,0.0,0.0,0.0,No
"Singer, Brady",2022,25,153.1,903,2376,92.6,38.0,,93.8,0.0,0.0,0.0,0.0,No
"Brubaker, JT",2022,28,144.0,1121,2381,92.7,31.0,16.0,93.1,0.0,0.0,0.0,0.0,No
"Valdez, Framber",2022,28,201.1,1157,3018,94.0,10.1,28.2,93.9,0.0,0.0,0.0,0.0,No
"Javier, Cristian",2022,25,148.2,919,2554,93.8,27.6,8.4,,0.0,0.0,0.0,0.0,No
"Urquidy, José",2022,27,164.1,371,2640,93.5,,14.1,,0.0,0.0,0.0,0.0,No
"Kremer, Dean",2022,26,125.1,240,1947,93.5,,12.3,91.7,0.0,0.0,0.0,0.0,No
"Manoah, Alek",2022,24,196.2,798,2949,93.9,27.1,,93.3,0.0,0.0,0.0,0.0,No
"Plesac, Zach",2022,27,131.2,746,2153,91.9,24.3,10.4,89.4,0.0,0.0,0.0,0.0,No
"Gallen, Zac",2022,26,184.0,670,2935,94.1,0.9,21.9,94.7,1.0,0.0,0.0,0.0,Yes
"Greene, Hunter",2022,22,125.2,901,2200,98.9,41.0,,,0.0,0.0,0.0,0.0,No
"Wilson, Bryse",2022,24,115.2,451,1825,92.7,11.1,13.6,92.1,0.0,0.0,0.0,0.0,No
"Burnes, Corbin",2022,27,202.0,903,3274,96.1,9.2,18.4,96.2,0.0,0.0,0.0,0.0,No
"Gilbert, Logan",2022,25,185.2,1107,3015,96.1,24.2,12.5,94.7,0.0,0.0,0.0,0.0,No
"Bieber, Shane",2022,27,200.0,1363,2875,91.3,29.5,17.9,,0.0,0.0,0.0,0.0,No
"Kirby, George",2022,24,130.0,465,2092,95.3,8.9,13.3,94.7,0.0,0.0,0.0,0.0,No
"Detmers, Reid",2022,22,129.0,920,2181,93.2,24.0,18.2,93.7,0.0,0.0,0.0,0.0,No
"Strider, Spencer",2022,23,131.2,643,2277,98.2,28.2,,,0.0,0.0,0.0,0.0,No
"Garcia, Luis",2022,25,157.1,467,2468,94.0,8.7,10.2,90.6,1.0,0.0,0.0,0.0,Yes
"Gray, Josiah",2022,24,148.2,1397,2597,94.4,29.0,24.8,94.8,0.0,0.0,0.0,0.0,No
"Bradish, Kyle",2022,25,117.2,850,1993,94.6,29.8,12.9,95.3,0.0,0.0,0.0,0.0,No
